SIGLA;DESCRICAO;NIVEL ENSINO;CH HORA RELOGIO;CH HORA AULA;CH QTD CREDITOS;ATIVO;SIGLA QACADEMICO;OBSERVACAO
TIN.0642;Desenho Mecânico(45H);Médio;45;60;3;Sim;TIN.NA.0031;-
ENG.0124;Desenho Técnico;Graduação;45;60;3;Sim;-;-
FIC.0090;Desenho Técnico;Fundamental;20;20;1;Sim;-;-
TEC.1204;Desenho Técnico;Graduação;60;80;4;Sim;-;-
TSUB.0148;Desenho Técnico(30H);Médio;30;40;2;Sim;TSUB.NA.0029;Curso 10045
TIN.0309;Desenho Técnico(30H);Médio;30;40;2;Sim;TIN.NA.0069;-
TSUB.0588;Desenho Técnico(45H);Médio;45;60;3;Sim;TSUB.NA.0037;Curso 022
CIV.0003;Desenho Técnico (60h);Graduação;60;80;4;Sim;-;-
TEC.0424;Desenho Técnico(60H);Graduação;60;80;4;Sim;TEC.NCT.UT.0034;Curso 01102
TSUB.0344;Desenho Técnico(60H);Médio;60;80;4;Sim;TSUB.051.0001;Curso 051
TSUB.0495;Desenho Técnico(60H);Médio;60;80;4;Sim;TSUB.104.0001;-
TSUB.0732;Desenho Técnico(60H);Médio;60;80;4;Sim;TSUB.057.0004;-
TSUB.0752;Desenho Técnico(60H);Médio;60;80;4;Sim;TSUB.703.0002;-
TIN.0643;Desenho Técnico(60H);Médio;60;80;4;Sim;TIN.NA.0030;-
TIN.0736;Desenho Técnico(60H);Médio;60;80;2;Sim;TIN.101.0002;.
ENG.0022;Desenho Técnico Assistido por Computador;Graduação;60;80;4;Sim;-;-
TEC.1136;Desenho Técnico Auxiliado por Computador;Graduação;60;80;4;Sim;-;-
TEC.0380;Desenho Técnico Auxiliado por Computador(45H);Graduação;45;60;3;Sim;TEC.NCT.UB.0009;Curso 03048
TEC.0477;Desenho Técnico / CAD(60H);Graduação;60;80;4;Sim;TEC.NCT.UT.0030;Curso 06804
FIC.0704;Desenho Técnico de Moda;Fundamental;18;18;1;Sim;-;Curso 1095
TSUB.0125;Desenho Técnico do Vestuário(30H);Médio;30;40;2;Sim;TSUB.116.0008;Curso 10116
TIN.0260;Desenho Técnico do Vestuário(30H);Médio;30;40;2;Sim;TIN.120.0010;-
TIN.0354;Desenho Técnico e CAD(60H);Médio;60;80;4;Sim;TIN.NA.0076;-
EJA.0106;Desenho Técnico I;Médio;30;40;2;Sim;TEJA.102.0001;Curso 102
EJA.0107;Desenho Técnico II;Médio;30;40;2;Sim;TEJA.102.0002;Curso 102
TSUB.0795;Desenho Técnico Mecânico(60H);Médio;60;80;4;Sim;TSUB.NA.0073;-
TIN.0673;Desenho Técnico Mecânico(60H);Médio;60;80;4;Sim;TIN.NA.0034;-
FIC.0888;Desenvolvimento Cognitivo da Criança;Fundamental;22;30;1;Sim;-;-
TEC.0694;Desenvolvimento com Ferramentas RAD;Graduação;60;80;4;Sim;TEC.806.0019;-
TSUB.0870;Desenvolvimento de Atividade de Extensão [Curso 027];Médio;340;453;3;Sim;-;Curso 027
TEC.0950;Desenvolvimento de Atividade Profissional Efetiva.;Graduação;315;420;2;Sim;-;Curso 33
TSUB.0818;Desenvolvimento de Estágio;Médio;340;453;2;Sim;TSUB.120.0038;-
TIN.0141;Desenvolvimento de Estágio curricular supervisionado(340H);Médio;340;453;2;Sim;TIN.026.0030;-
TEC.0546;Desenvolvimento de estágio curricular supervisionado (Estágio Técnico)(300H);Graduação;300;400;2;Sim;TEC.304.0039;Curso 01304
TIN.0925;Desenvolvimento de estágio supervisionado;Médio;340;453;2;Sim;-;Curso 19034
TEC.0951;Desenvolvimento de Estágio Supervisionado;Graduação;315;420;2;Sim;-;Curso 33
LIC.0460;Desenvolvimento de Jogos;Graduação;60;80;4;Sim;LIC.NEp.0023;-
LIC.1027;Desenvolvimento de Jogos Digitais;Graduação;60;80;4;Sim;-;-
TEC.0077;Desenvolvimento de Jogos (NCT);Graduação;60;80;4;Sim;TEC.NCT.UT.0021;Curso 404
TIN.0293;Desenvolvimento de Padronagens(60H);Médio;60;80;4;Sim;TIN.007.0011;-
TEC.0839;Desenvolvimento de Pesquisa Acadêmica/Técnica I;Graduação;100;133;2;Sim;TEC.505.0030;Curso 505
TEC.0840;Desenvolvimento de Pesquisa Acadêmica/Técnica II;Graduação;100;133;2;Sim;TEC.505.0031;Curso 505
LIC.0026;Desenvolvimento de Pesquisa Acadêmico-Científica;Graduação;30;40;2;Sim;-;-
LIC.0084;Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;60;80;2;Sim;LIC.602.0040;Curso 01602
LIC.0128;Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;60;80;2;Sim;LIC.430.0048;Curso 01430
LIC.0179;Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;60;80;2;Sim;LIC.601.0067;Curso 601
LIC.0293;Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;60;80;2;Sim;LIC.106.0047;Curso 106
LIC.0315;Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;60;80;2;Sim;LIC.603.0071;Curso 603
LIC.0442;Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;60;80;2;Sim;LIC.411.0036;Curso 05411
LIC.0485;Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;60;80;2;Sim;LIC.413.0043;Curso 413
LIC.0673;Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;60;80;2;Sim;-;Curso 710
LIC.1085;Desenvolvimento de Pesquisa Acadêmico-Científica I;Graduação;60;80;4;Sim;-;-
LIC.0089;Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;60;80;2;Sim;LIC.602.0041;Curso 01602
LIC.0134;Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;60;80;2;Sim;LIC.430.0049;Curso 01430
LIC.0185;Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;60;80;2;Sim;LIC.601.0068;Curso 601
LIC.0300;Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;60;80;2;Sim;LIC.106.0048;Curso 106
LIC.0316;Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;60;80;2;Sim;LIC.603.0072;Curso 603
LIC.0443;Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;60;80;2;Sim;LIC.411.0037;Curso 05411
LIC.0486;Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;60;80;2;Sim;LIC.413.0044;Curso 413
LIC.0674;Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;60;80;2;Sim;-;Curso 710
LIC.1086;Desenvolvimento de Pesquisa Acadêmico-Científica II;Graduação;60;80;4;Sim;-;-
TIN.0946;Desenvolvimento de Pesquisa Acadêmico-Científica ou de Extensão (com Trabalho de Conclusão de Curso – TCC);Médio;340;453;3;Sim;-;Curso 028
TEC.0985;Desenvolvimento de pesquisa acadêmico-científica ou tecnológica;Graduação;180;240;2;Sim;TEC.208.0033;Curso 208
TIN.0981;Desenvolvimento de Pesquisa Acadêmico-Científica ou Tecnológica;Médio;340;453;3;Sim;-;Curso 186
TEC.0362;Desenvolvimento de pesquisa acadêmico-científica ou tecnológica(200H);Graduação;200;266;2;Sim;TEC.805.0037;Curso 05805
TEC.1014;Desenvolvimento de Pesquisa Acadêmico-Científica ou tecnológica (com TCC);Graduação;300;400;2;Sim;-;-
TSUB.0869;Desenvolvimento de Pesquisa Acadêmico-Científica ou Tecnológica [Curso 027];Médio;340;453;3;Sim;-;Curso 027
TEC.0086; Desenvolvimento de pesquisa acadêmico-científica ou tecnológica I;Graduação;80;107;2;Sim;TEC.436.0031;-
TEC.0578;Desenvolvimento de pesquisa acadêmico-científica ou tecnológica I;Graduação;100;133;2;Sim;TEC.304.0047;Curso 01304
TEC.0194;Desenvolvimento de pesquisa acadêmico-científica ou tecnológica I (Curso 502);Graduação;30;40;2;Sim;TEC.502.0039;-
TEC.0581;Desenvolvimento de pesquisa acadêmico-científica ou tecnológica II;Graduação;100;133;2;Sim;TEC.304.0048;Curso 01304
TEC.0088;Desenvolvimento de pesquisa acadêmico-científica ou tecnológica II (Curso 436);Graduação;80;107;2;Sim;TEC.436.0032;-
TEC.0195;Desenvolvimento de pesquisa acadêmico-científica ou tecnológica II (Curso 502);Graduação;30;40;2;Sim;TEC.502.0040;-
TIN.0281;Desenvolvimento de Pesquisa Acadêmico-Científica ou Tecnológica ou Atividade de Extensão(340H);Médio;340;453;3;Sim;TIN.PP.0003;-
TEC.0770;Desenvolvimento de Pesquisa Acadêmico Científica ou Tecnológica  (TCC);Graduação;300;400;2;Sim;TEC.014.0009;Curso 014
LIC.0870;Desenvolvimento de Práticas Educativas e Formação Docente I;Graduação;40;40;2;Sim;-;-
LIC.0871;Desenvolvimento de Práticas Educativas e Formação Docente II;Graduação;40;40;2;Sim;-;-
LIC.0872;Desenvolvimento de Práticas Educativas e Formação Docente III;Graduação;40;40;2;Sim;-;-
LIC.0873;Desenvolvimento de Práticas Educativas e Formação Docente IV;Graduação;40;40;2;Sim;-;-
TEC.0958;Desenvolvimento de Produtos e Serviços Turísticos;Graduação;30;40;2;Sim;TEC.208.0021;Curso 208
TSUB.0898;Desenvolvimento de Projeto;Médio;340;453;2;Sim;-;.
TIN.0972;Desenvolvimento de Projeto;Médio;60;80;2;Sim;-;matriz 240
TSUB.0191;Desenvolvimento de Projeto(30H);Médio;30;40;2;Sim;TSUB.411.0009;-
TSUB.0045;Desenvolvimento de Projeto (60H);Médio;60;80;4;Sim;TSUB.79.0028;-
TEC.0673;Desenvolvimento de Projeto Cultural;Graduação;210;280;14;Sim;TEC.412.0002;Curso 464
TEC.0200;Desenvolvimento de Projeto de administração de redes (NCT);Graduação;60;80;3;Sim;TEC.405.0008;-
TSUB.0280;Desenvolvimento de Projeto de Extensão;Médio;340;453;2;Sim;TSUB.053.0025;-
TEC.0949;Desenvolvimento de Projeto de Extensão;Graduação;315;420;3;Sim;-;Curso 33
TEC.0948;Desenvolvimento de Projeto de Pesquisa;Graduação;315;420;3;Sim;-;Curso 33
TSUB.0940;Desenvolvimento de Projeto de Pesquisa ou de Extensão;Médio;340;453;0;Sim;-;808
TIN.0924;Desenvolvimento de projeto de pesquisa ou de extensão ou programa de aprendizagem ou atividade profissional efetiva;Médio;340;453;2;Sim;-;Curso 19034
EJA.0160;Desenvolvimento de Projeto de pesquisa ou extensão: relatório;Médio;340;453;23;Sim;TEJA.418.0024;-
TSUB.0867;Desenvolvimento de Projeto I;Médio;30;40;2;Sim;-;-
TSUB.0871;Desenvolvimento de Projeto II;Médio;30;40;2;Sim;-;-
TIN.1090;Desenvolvimento de Projeto II;Médio;30;40;2;Sim;-;matriz 240
TIN.0980;Desenvolvimento de Projeto II (integrador/técnico);Médio;30;40;2;Sim;-;-
TIN.0347;Desenvolvimento de Projeto I (integrador/técnico);Médio;30;40;2;Sim;TIN.015.0012;-
TEC.1170;Desenvolvimento de projeto integrador;Graduação;60;80;4;Sim;-;-
TEC.1202;Desenvolvimento de projeto integrador;Graduação;60;80;4;Sim;-;Tecnologia em Processos Químicos
LIC.0025;Desenvolvimento de Projeto integrador;Graduação;45;60;3;Sim;-;-
TSUB.0086;Desenvolvimento de Projeto Integrador;Médio;60;80;4;Sim;TSUB.PI.0001;Curso 500
TEC.0771;Desenvolvimento de Projeto Integrador;Graduação;60;80;3;Sim;TEC.014.0008;.
EJA.0077;Desenvolvimento de Projeto Integrador;Médio;60;80;4;Sim;TEJA.PI.0004;..
EJA.0232;Desenvolvimento de Projeto Integrador;Médio;60;80;4;Sim;TEJA.PI.0001;.
TIN.0923;Desenvolvimento de Projeto Integrador;Médio;60;80;2;Sim;-;Curso 19034
TSUB.0941;Desenvolvimento de Projeto Integrador;Médio;60;80;4;Sim;-;Curso 245
TSUB.0942;Desenvolvimento de Projeto Integrador;Médio;60;80;4;Sim;-;-
TSUB.0242;Desenvolvimento de Projeto Integrador (60H);Médio;60;80;2;Sim;TSUB.808.0024;Curso 12808
TIN.0187;Desenvolvimento de Projeto Integrador(60H);Médio;60;80;4;Sim;TIN.PI.0001;-
TIN.0903;Desenvolvimento de Projeto Integrador (Curso 29);Médio;60;60;2;Sim;-;-
TIN.0008;Desenvolvimento de Projeto Integrador (Curso 401);Médio;60;80;4;Sim;-;-
TIN.0084;Desenvolvimento de Projeto Integrador (Curso 432);Médio;60;80;2;Sim;-;-
TSUB.0018;Desenvolvimento de Projeto Integrador I;Médio;30;40;2;Sim;TSUB.PI.0004;-
LIC.0157;Desenvolvimento de Projeto Integrador I;Graduação;80;106;3;Sim;LIC.601.0065;Curso 601
TEC.0573;Desenvolvimento de Projeto Integrador I;Graduação;60;80;3;Sim;TEC.304.0036;Curso 01304
EJA.0138;Desenvolvimento de Projeto Integrador I;Médio;30;40;2;Sim;TEJA.PI.0005;Curso 102
TCON.0017;Desenvolvimento de Projeto Integrador I;Médio;30;40;2;Sim;-;Matriz 309
TEC.1114;Desenvolvimento de Projeto Integrador I;Graduação;75;100;5;Sim;-;-
TEC.1230;Desenvolvimento de Projeto Integrador I;Graduação;30;40;2;Sim;-;Tecnologia em Gestão Ambiental
TIN.0385;Desenvolvimento de Projeto Integrador I(15H);Médio;15;20;2;Sim;TIN.807.0021;-
TIN.0510;Desenvolvimento de Projeto Integrador I(40H);Médio;40;53;2;Sim;TIN.PI.0003;-
TSUB.0027;Desenvolvimento de Projeto Integrador II;Médio;30;40;2;Sim;TSUB.PI.0005;-
LIC.0164;Desenvolvimento de Projeto Integrador II;Graduação;80;106;3;Sim;LIC.601.0066;Curso 601
TEC.0575;Desenvolvimento de Projeto Integrador II;Graduação;60;80;3;Sim;TEC.304.0037;Curso 01304
EJA.0139;Desenvolvimento de Projeto Integrador II;Médio;30;40;2;Sim;TEJA.PI.0006;Curso 102
TIN.0974;Desenvolvimento de Projeto Integrador II;Médio;15;20;2;Sim;-;Curso 188
TCON.0018;Desenvolvimento de Projeto Integrador II;Médio;30;40;2;Sim;-;Matriz 309
TEC.1115;Desenvolvimento de Projeto Integrador II;Graduação;75;100;5;Sim;-;-
TEC.1231;Desenvolvimento de Projeto Integrador II;Graduação;30;40;2;Sim;-;Tecnologia em Gestão Ambiental
TIN.0390;Desenvolvimento de Projeto Integrador II(30H);Médio;30;40;2;Sim;TIN.807.0022;-
TIN.0531;Desenvolvimento de Projeto Integrador II(40H);Médio;40;53;2;Sim;TIN.PI.0004;-
TIN.0975;Desenvolvimento de Projeto Integrador III;Médio;15;20;2;Sim;-;Curso 188
TIN.0396;Desenvolvimento de Projeto Integrador III(35H);Médio;35;46;2;Sim;TIN.807.0023;-
TIN.0532;Desenvolvimento de Projeto Integrador III(40H);Médio;40;53;2;Sim;TIN.PI.0005;-
TIN.0976;Desenvolvimento de Projeto Integrador IV;Médio;15;20;2;Sim;-;Curso 188
TIN.0408;Desenvolvimento de Projeto Integrador IV(40H);Médio;40;53;2;Sim;TIN.807.0024;-
TIN.0139;Desenvolvimento de Projeto (integrador/técnico)(60H);Médio;60;80;4;Sim;TIN.026.0028;-
TIN.0977;Desenvolvimento de Projeto Integrador V;Médio;20;20;2;Sim;-;Curso 188
TIN.0978;Desenvolvimento de Projeto Integrador VI;Médio;20;20;2;Sim;-;Curso 188
TIN.0979;Desenvolvimento de Projeto Integrador VII;Médio;20;20;2;Sim;-;Curso 188
TEC.0156;Desenvolvimento de Projeto (NCT);Graduação;30;40;2;Sim;-;-
TSUB.0800;Desenvolvimento de projeto ou atividade profissional efetiva;Médio;340;453;22;Sim;TSUB.120.0039;-
ENG.0060;Desenvolvimento de Projetos;Graduação;90;120;3;Sim;-;Curso 209
TEC.0552;Desenvolvimento de projetos(300H);Graduação;300;400;3;Sim;TEC.304.0045;Curso 01304
TEC.0399;Desenvolvimento de Projetos(50H);Graduação;50;66;3;Sim;TEC.048.0034;Curso 03048
POS.0345;Desenvolvimento de Projetos com o Uso de  Tecnologias Digitais;Pós-graduação;30;40;2;Sim;-;-
TSUB.0923;Desenvolvimento de Projetos [Curso 121];Médio;340;453;2;Sim;-;[Curso 121]
TSUB.0914;Desenvolvimento de projetos de extensão;Médio;340;453;3;Sim;-;Curso 025
TIN.0985;Desenvolvimento de Projetos de Extensão;Médio;340;453;2;Sim;-;Curso 212
TIN.1145;Desenvolvimento de Projetos de Extensão;Médio;453;340;2;Sim;-;Meio ambiente
TIN.0973;Desenvolvimento de projetos de extensão (340H);Médio;340;453;2;Sim;-;-
TIN.0331;Desenvolvimento de Projetos de Extensão(340H);Médio;340;453;2;Sim;TIN.EX.0001;-
TIN.0443;Desenvolvimento de projetos de extensão (com TCC)(340H);Médio;340;453;3;Sim;TIN.116.0026;-
TIN.0710;Desenvolvimento de projetos de extensão (com TCC)(340H);Médio;340;340;3;Sim;TIN.109.0020;-
TSUB.0279;Desenvolvimento de Projetos de Pesquisa;Médio;340;453;2;Sim;TSUB.053.0024;-
EJA.0235;Desenvolvimento de Projetos de Pesquisa;Médio;340;453;2;Sim;-;.
TSUB.0913;Desenvolvimento de Projetos de Pesquisa;Médio;340;453;2;Sim;-;Curso 025
TIN.0140;Desenvolvimento de projetos de pesquisa (340H);Médio;340;453;2;Sim;TIN.026.0029;-
TIN.0330;Desenvolvimento de Projetos de Pesquisa(340H);Médio;340;453;2;Sim;TIN.PP.0001;-
TIN.0984;Desenvolvimento de Projetos de Pesquisa Acadêmico Cientifica;Médio;340;453;2;Sim;-;Curso 212
TSUB.0930;Desenvolvimento de Projetos de Pesquisa Acadêmico Cientifica [Curso 115];Médio;340;453;22;Sim;-;Curso 115
TSUB.0904;Desenvolvimento de Projetos de Pesquisa [Curso 032];Médio;340;453;2;Sim;-;Curso 032
TSUB.0927;Desenvolvimento de Projetos de Pesquisa [Curso 035];Médio;340;453;2;Sim;-;Curso 035
TSUB.0892;Desenvolvimento de Projetos de Pesquisa [Curso 045];Médio;340;453;2;Sim;-;Curso 045
TSUB.0360;Desenvolvimento de Projetos de Pesquisa [Curso 051];Médio;340;453;2;Sim;TSUB.051.0026;Curso 051
TSUB.0915;Desenvolvimento de Projetos de Pesquisa [Curso 057];Médio;340;453;2;Sim;-;Curso 057
TSUB.0900;Desenvolvimento de Projetos de Pesquisa [Curso 079];Médio;340;453;2;Sim;-;Curso 079
TSUB.0391;Desenvolvimento de Projetos de Pesquisa [Curso 104];Médio;400;533;2;Sim;TSUB.403.0018;[Curso 104]
TSUB.0926;Desenvolvimento de Projetos de Pesquisa [Curso 117];Médio;340;453;2;Sim;-;[Curso 117]
TSUB.0020;Desenvolvimento de Projetos de Pesquisa [Curso 407];Médio;340;453;2;Sim;TSUB.PP.0003;Curso: 407
TSUB.0917;Desenvolvimento de Projetos de Pesquisa  [Curso 411];Médio;340;453;2;Sim;-;Curso 411
TSUB.0028;Desenvolvimento de Projetos de Pesquisa [Curso 415];Médio;340;453;2;Sim;TSUB.PP.0002;[Curso 415]
TSUB.0921;Desenvolvimento de Projetos de Pesquisa [Curso 425];Médio;340;453;2;Sim;-;[Curso 425]
TSUB.0911;Desenvolvimento de Projetos de Pesquisa [Curso 434];Médio;340;453;2;Sim;-;Curso 434
TSUB.0907;Desenvolvimento de Projetos de Pesquisa [Curso 435];Médio;340;453;2;Sim;-;Curso 435
TSUB.0934;Desenvolvimento de Projetos de Pesquisa [Curso 702];Médio;340;453;2;Sim;-;Curso 702
TSUB.0932;Desenvolvimento de Projetos de Pesquisa [Curso 703];Médio;340;453;2;Sim;-;-
TEC.0474;Desenvolvimento de Projetos de Pesquisa/Extensão;Graduação;400;533;3;Sim;SUP.102.0036;Curso 01102
TIN.0253;Desenvolvimento de Projetos de Pesquisa/Extensão(340H);Médio;340;453;2;Sim;TIN.PP.0002;-
TSUB.0054;Desenvolvimento de Projetos de Pesquisa/Extensão com TCC;Médio;340;453;2;Sim;TSUB.79.0029;..
TSUB.0166;Desenvolvimento de Projetos de Pesquisa/Extensão com TCC;Médio;340;453;22;Sim;TSUB.PP.0001;curso
TSUB.0304;Desenvolvimento de Projetos de Pesquisa/Extensão com TCC;Médio;340;453;2;Sim;TSUB.035.0020;Curso
TSUB.0493;Desenvolvimento de Projetos de Pesquisa/Extensão com TCC;Médio;340;453;2;Sim;TSUB.032.0027;Curso 032
TSUB.0511;Desenvolvimento de Projetos de Pesquisa/Extensão com TCC;Médio;400;533;2;Sim;TSUB.104.0027;-
TSUB.0617;Desenvolvimento de Projetos de Pesquisa/Extensão com TCC;Médio;340;453;2;Sim;TSUB.425.0023;v
TSUB.0660;Desenvolvimento de Projetos de Pesquisa/Extensão com TCC;Médio;340;453;2;Sim;TSUB.702.0020;.
EJA.0207;Desenvolvimento de Projetos de Pesquisa/Extensão com TCC;Médio;340;453;2;Sim;TEJA.PP.0001;-
TSUB.0872;Desenvolvimento de Projetos de Pesquisa/Extensão com TCC;Médio;340;453;2;Sim;-;Curso 411
EJA.0233;Desenvolvimento de Projetos de Pesquisa/Extensão com TCC;Médio;340;453;2;Sim;-;Curso 410
TSUB.0873;Desenvolvimento de Projetos de Pesquisa/Extensão com TCC;Médio;340;453;2;Sim;-;Curso 407
EJA.0395;Desenvolvimento de Projetos de Pesquisa/Extensão com TCC;Médio;400;453;2;Sim;-;271
TIN.0483;Desenvolvimento de Projetos de Pesquisa/Extensão com TCC(340H);Médio;340;453;3;Sim;TIN.306.0022;-
TIN.0735;Desenvolvimento de Projetos de Pesquisa/Extensão com TCC(340H);Médio;340;453;3;Sim;TIN.301.0023;-
TEC.0455;Desenvolvimento de Projetos de Pesquisa/Extensão com TCC (Trabalho de Conclusão de Curso)(400H);Graduação;400;533;3;Sim;SUP.PF.0005;Curso 01102
TEC.0197;Desenvolvimento de projetos de pesquisa/extensão (Curso 405);Graduação;290;387;3;Sim;TEC.405.0037;-
TIN.0562;Desenvolvimento de Projetos de Pesquisa ou Extensão:relatório(340H);Médio;340;453;2;Sim;TIN.703.0030;-
TEC.0444;Desenvolvimento de Projetos I(25H);Graduação;25;33;3;Sim;TEC.102.0034;Curso 01102
TEC.0492;Desenvolvimento de Projetos I(60H);Graduação;60;80;3;Sim;TEC.804.0031;Curso 06804
TEC.0354;Desenvolvimento de Projetos I(75H);Graduação;75;100;3;Sim;TEC.805.0035;Curso 05805
TEC.0037;Desenvolvimento de Projetos I (Curso 404);Graduação;125;125;3;Sim;TEC.404.0028;Curso 404
TEC.0456;Desenvolvimento de Projetos II(25H);Graduação;25;33;3;Sim;TEC.102.0035;Curso 01102
TEC.0501;Desenvolvimento de Projetos II(60H);Graduação;60;80;3;Sim;TEC.804.0032;Curso 06804
TEC.0361;Desenvolvimento de Projetos II(75H);Graduação;75;100;3;Sim;TEC.805.0036;Curso 05805
TEC.0038;Desenvolvimento de Projetos II (Curso 404);Graduação;125;125;3;Sim;TEC.404.0029;Curso 404
TEC.0511;Desenvolvimento de Projetos III(60H);Graduação;60;80;3;Sim;TEC.804.0033;Curso 06804
TEC.0039;Desenvolvimento de Projetos III (Curso 404);Graduação;125;125;3;Sim;TEC.404.0030;Curso 404
TEC.0585;Desenvolvimento de Projetos Integradores;Graduação;60;80;3;Sim;TEC.0069.0023;Curso 069
TEC.0724;Desenvolvimento de Projetos Integradores;Graduação;60;80;3;Sim;TEC.809.0030;Curso 809
TEC.0947;Desenvolvimento de Projetos Integradores;Graduação;60;80;3;Sim;-;Curso 33
LIC.0269;Desenvolvimento de Projetos Integradores I;Graduação;80;106;3;Sim;LIC.106.0040;Curso 106
LIC.0311;Desenvolvimento de Projetos Integradores I;Graduação;80;106;3;Sim;LIC.603.0067;Curso 603
LIC.0434;Desenvolvimento de Projetos Integradores I;Graduação;80;106;3;Sim;LIC.411.0032;Curso 05411
LIC.0487;Desenvolvimento de Projetos Integradores I;Graduação;80;106;3;Sim;LIC.413.0039;Curso 413
TEC.0959;Desenvolvimento de Projetos Integradores I;Graduação;60;80;3;Sim;TEC.208.0031;Curso 208
LIC.0671;Desenvolvimento de Projetos Integradores I;Graduação;80;106;3;Sim;-;Curso 710
LIC.0050;Desenvolvimento de Projetos Integradores I(80H);Graduação;80;106;3;Sim;LIC.602.0044;Curso 01602
LIC.0103;Desenvolvimento de Projetos Integradores I(80H);Graduação;80;106;3;Sim;LIC.430.0044;Curso 01430
LIC.0274;Desenvolvimento de Projetos Integradores II;Graduação;80;106;3;Sim;LIC.106.0041;Curso 07106
LIC.0312;Desenvolvimento de Projetos Integradores II;Graduação;80;106;3;Sim;LIC.603.0068;Curso 603
LIC.0435;Desenvolvimento de Projetos Integradores II;Graduação;80;106;3;Sim;LIC.411.0033;Curso 05411
LIC.0488;Desenvolvimento de Projetos Integradores II;Graduação;80;106;3;Sim;LIC.413.0048;Curso 413
TEC.0960;Desenvolvimento de Projetos Integradores II;Graduação;60;80;3;Sim;TEC.208.0032;Curso 208
LIC.0672;Desenvolvimento de Projetos Integradores II;Graduação;80;106;3;Sim;-;Curso 710
LIC.0058;Desenvolvimento de Projetos Integradores II(80H);Graduação;80;106;3;Sim;LIC.602.0045;Curso 01602
LIC.0109;Desenvolvimento de Projetos Integradores II(80H);Graduação;80;106;3;Sim;LIC.430.0045;Curso 01430
TEC.0847;Desenvolvimento de Projetos Integradores / Técnicos I;Graduação;60;80;3;Sim;TEC.505.0039;Curso 505
TEC.0085;Desenvolvimento de Projetos Integradores/Técnicos I (Curso 436);Graduação;80;107;3;Sim;TEC.436.0033;-
TEC.0191;Desenvolvimento de projetos integradores/técnicos I (Curso 502);Graduação;30;40;3;Sim;TEC.502.0036;-
TEC.0848;Desenvolvimento de Projetos Integradores / Técnicos II;Graduação;60;80;3;Sim;TEC.505.0040;Curso 505
TEC.0087;Desenvolvimento de Projetos Integradores / Técnicos II (Curso 436);Graduação;80;107;3;Sim;TEC.436.0030;-
TEC.0192;Desenvolvimento de projetos integradores/técnicos II (Curso 502);Graduação;30;40;3;Sim;TEC.502.0037;-
TEC.0849;Desenvolvimento de Projetos Integradores / Técnicos III;Graduação;60;80;3;Sim;TEC.505.0041;Curso 505
TEC.0193;Desenvolvimento de projetos integradores/técnicos III (Curso 502);Graduação;30;40;3;Sim;TEC.502.0038;-
TEC.0850;Desenvolvimento de Projetos Integradores / Técnicos IV;Graduação;60;80;3;Sim;TEC.505.0042;Curso 505
POS.0336;Desenvolvimento de Projetos Pedagógicos com o uso de Tecnologias Educacionais;Pós-graduação;45;60;3;Sim;-;-
TIN.0761;Desenvolvimento de Projetos Pesquisa(340H);Médio;340;453;2;Sim;TIN.101.0026;-
TEC.0707;Desenvolvimento de Projetos Técnicos e/ou Projetos de Pesquisa e/ou Projetos de Extensão;Graduação;330;440;3;Sim;TEC.806.0032;-
LIC.0461;Desenvolvimento de Sistemas Coorporativos;Graduação;60;80;4;Sim;LIC.NEp.0025;-
LIC.0704;Desenvolvimento de Sistemas Coorporativos(60H);Graduação;60;80;4;Sim;SUP.226;-
TEC.0028;Desenvolvimento de Sistemas Coorporativos (Curso 404);Graduação;60;80;4;Sim;TEC.404.0016;Curso 404
TEC.0695;Desenvolvimento de Sistemas Corporativos;Graduação;60;80;4;Sim;TEC.806.0020;-
LIC.1028;Desenvolvimento de Sistemas Corporativos;Graduação;60;80;4;Sim;-;.
TEC.0023;Desenvolvimento de Sistemas Distribuídos (Curso 404);Graduação;90;120;6;Sim;TEC.404.0011;Curso 404
FIC.0842;Desenvolvimento de Sistemas Multiplataforma;Fundamental;20;20;2;Sim;-;-
FIC.0841;Desenvolvimento de Sistemas na Plataforma Android;Fundamental;40;40;4;Sim;-;-
LIC.1017;Desenvolvimento de Sistemas Web;Graduação;60;80;4;Sim;-;.
TEC.0019;Desenvolvimento de Sistemas Web (Curso 404);Graduação;90;120;6;Sim;TEC.404.0007;Curso 404
